nome periodico,info periodico,link pdf,link xml
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.2 Porto Alegre ago. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n2/v42n2a10.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000200010&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.2 Porto Alegre ago. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n2/v42n2a09.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000200009&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.2 Porto Alegre ago. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n2/v42n2a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000200008&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.2 Porto Alegre ago. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n2/v42n2a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000200007&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.2 Porto Alegre ago. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n2/v42n2a06.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000200006&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.2 Porto Alegre ago. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n2/v42n2a05.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000200005&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.2 Porto Alegre ago. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n2/v42n2a04.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000200004&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.2 Porto Alegre ago. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n2/v42n2a03.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000200003&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.2 Porto Alegre ago. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n2/v42n2a02.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000200002&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.2 Porto Alegre ago. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n2/v42n2a01.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000200001&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.1 Porto Alegre abr. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n1/v42n1a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000100008&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.1 Porto Alegre abr. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n1/v42n1a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000100007&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.1 Porto Alegre abr. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n1/v42n1a06.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000100006&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.1 Porto Alegre abr. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n1/v42n1a05.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000100005&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.1 Porto Alegre abr. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n1/v42n1a04.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000100004&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.1 Porto Alegre abr. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n1/v42n1a03.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000100003&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.1 Porto Alegre abr. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n1/v42n1a02.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000100002&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.42 n.1 Porto Alegre abr. 2008,http://pepsic.bvsalud.org/pdf/rip/v42n1/v42n1a01.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902008000100001&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a21.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300021&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a20.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300020&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a19.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300019&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a18.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300018&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a17.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300017&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a16.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300016&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a15.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300015&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a14.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300014&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a13.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300013&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a12.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300012&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a11.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300011&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a10.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300010&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a09.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300009&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300008&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300007&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a06.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300006&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a05.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300005&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a04.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300004&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a03.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300003&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a02.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300002&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.3 Porto Alegre dez. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n3/v43n3a01.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000300001&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a22.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200022&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a21.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200021&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a20.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200020&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a19.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200019&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a18.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200018&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a17.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200017&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a16.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200016&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a15.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200015&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a14.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200014&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a13.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200013&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a12.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200012&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a11.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200011&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a10.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200010&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a09.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200009&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200008&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200007&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a06.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200006&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a05.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200005&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a04.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200004&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a03.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200003&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a02.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200002&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. vol.43 no.2 Porto Alegre ago. 2009,http://pepsic.bvsalud.org/pdf/rip/v43n2/v43n2a01.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902009000200001&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.41 n.3 Porto Alegre dez. 2007,http://pepsic.bvsalud.org/pdf/rip/v41n3/v41n3a15.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902007000300015&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.1 Porto Alegre abr. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n1/v40n1a15.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000100015&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.1 Porto Alegre abr. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n1/v40n1a14.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000100014&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.1 Porto Alegre abr. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n1/v40n1a13.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000100013&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.1 Porto Alegre abr. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n1/v40n1a12.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000100012&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.1 Porto Alegre abr. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n1/v40n1a11.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000100011&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.1 Porto Alegre abr. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n1/v40n1a10.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000100010&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.1 Porto Alegre abr. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n1/v40n1a09.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000100009&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.1 Porto Alegre abr. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n1/v40n1a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000100008&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.1 Porto Alegre abr. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n1/v40n1a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000100007&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.1 Porto Alegre abr. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n1/v40n1a06.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000100006&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.1 Porto Alegre abr. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n1/v40n1a05.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000100005&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.1 Porto Alegre abr. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n1/v40n1a04.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000100004&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.1 Porto Alegre abr. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n1/v40n1a03.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000100003&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.1 Porto Alegre abr. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n1/v40n1a02.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000100002&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.1 Porto Alegre abr. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n1/v40n1a01.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000100001&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.41 n.3 Porto Alegre dez. 2007,http://pepsic.bvsalud.org/pdf/rip/v41n3/v41n3a14.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902007000300014&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.41 n.3 Porto Alegre dez. 2007,http://pepsic.bvsalud.org/pdf/rip/v41n3/v41n3a13.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902007000300013&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.41 n.3 Porto Alegre dez. 2007,http://pepsic.bvsalud.org/pdf/rip/v41n3/v41n3a12.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902007000300012&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.41 n.3 Porto Alegre dez. 2007,http://pepsic.bvsalud.org/pdf/rip/v41n3/v41n3a11.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902007000300011&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.41 n.3 Porto Alegre dez. 2007,http://pepsic.bvsalud.org/pdf/rip/v41n3/v41n3a10.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902007000300010&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.41 n.3 Porto Alegre dez. 2007,http://pepsic.bvsalud.org/pdf/rip/v41n3/v41n3a09.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902007000300009&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.41 n.3 Porto Alegre dez. 2007,http://pepsic.bvsalud.org/pdf/rip/v41n3/v41n3a08.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902007000300008&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.41 n.3 Porto Alegre dez. 2007,http://pepsic.bvsalud.org/pdf/rip/v41n3/v41n3a07.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902007000300007&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.41 n.3 Porto Alegre dez. 2007,http://pepsic.bvsalud.org/pdf/rip/v41n3/v41n3a06.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902007000300006&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.41 n.3 Porto Alegre dez. 2007,http://pepsic.bvsalud.org/pdf/rip/v41n3/v41n3a05.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902007000300005&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.41 n.3 Porto Alegre dez. 2007,http://pepsic.bvsalud.org/pdf/rip/v41n3/v41n3a04.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902007000300004&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.41 n.3 Porto Alegre dez. 2007,http://pepsic.bvsalud.org/pdf/rip/v41n3/v41n3a03.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902007000300003&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.41 n.3 Porto Alegre dez. 2007,http://pepsic.bvsalud.org/pdf/rip/v41n3/v41n3a02.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902007000300002&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.41 n.3 Porto Alegre dez. 2007,http://pepsic.bvsalud.org/pdf/rip/v41n3/v41n3a01.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902007000300001&lang=pt
Interamerican Journal of Psychology,Interam. j. psychol. v.40 n.2 Porto Alegre ago. 2006,http://pepsic.bvsalud.org/pdf/rip/v40n2/v40n2a13.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0034-96902006000200013&lang=pt
Estudos de Psicanálise,Estud. psicanal. no.51 Belo Horizonte enero/jun. 2019,http://pepsic.bvsalud.org/pdf/ep/n51/n51a18.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0100-34372019000100018&lang=pt
Estudos de Psicanálise,Estud. psicanal. no.49 Belo Horizonte jan./jun. 2018,http://pepsic.bvsalud.org/pdf/ep/n49/n49a18.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0100-34372018000100018&lang=pt
Estudos de Psicanálise,Estud. psicanal. no.50 Belo Horizonte jul./dez. 2018,http://pepsic.bvsalud.org/pdf/ep/n50/n50a17.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0100-34372018000200017&lang=pt
Estudos de Psicanálise,Estud. psicanal. no.47 Belo Horizonte jul. 2017,http://pepsic.bvsalud.org/pdf/ep/n47/n47a18.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0100-34372017000100018&lang=pt
Estudos de Psicanálise,Estud. psicanal. no.48 Belo Horizonte jul./dez. 2017,http://pepsic.bvsalud.org/pdf/ep/n48/n48a18.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0100-34372017000200018&lang=pt
Estudos de Psicanálise,Estud. psicanal. no.45 Belo Horizonte jul. 2016,http://pepsic.bvsalud.org/pdf/ep/n45/n45a18.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0100-34372016000100018&lang=pt
Estudos de Psicanálise,Estud. psicanal. no.46 Belo Horizonte dez. 2016,http://pepsic.bvsalud.org/pdf/ep/n46/n46a18.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0100-34372016000200018&lang=pt
Estudos de Psicanálise,Estud. psicanal. no.43 Belo Horizonte jul. 2015,http://pepsic.bvsalud.org/pdf/ep/n43/n43a17.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0100-34372015000100017&lang=pt
Estudos de Psicanálise,Estud. psicanal. no.44 Belo Horizonte dez. 2015,http://pepsic.bvsalud.org/pdf/ep/n44/n44a16.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0100-34372015000200016&lang=pt
Estudos de Psicanálise,Estud. psicanal. no.41 Belo Horizonte jul. 2014,http://pepsic.bvsalud.org/pdf/ep/n41/n41a16.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0100-34372014000100016&lang=pt
Estudos de Psicanálise,Estud. psicanal. no.42 Belo Horizonte dez. 2014,http://pepsic.bvsalud.org/pdf/ep/n42/n42a16.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0100-34372014000200016&lang=pt
Estudos de Psicanálise,Estud. psicanal. no.39 Belo Horizonte jul. 2013,http://pepsic.bvsalud.org/pdf/ep/n39/n39a16.pdf,http://pepsic.bvsalud.org/scieloOrg/php/articleXML.php?pid=S0100-34372013000100016&lang=pt
